"coverage","age","wage","cit","mar","educ","race"
"Coverage",52,100000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",49,75000,"Citizen","Divorced","Undergraduate Degree","Black"
"Coverage",41,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",28,24000,"Citizen","Never Married","HS Degree","White"
"Coverage",33,22000,"Citizen","Never Married","HS Degree","White"
"Coverage",64,0,"Citizen","Separated","Less than HS","Black"
"Coverage",68,0,"Citizen","Married","Graduate Degree","Asian"
"Coverage",52,35000,"Non-citizen","Married","HS Degree","Black"
"Coverage",55,25000,"Citizen","Never Married","HS Degree","Black"
"Coverage",45,135000,"Citizen","Married","Graduate Degree","White"
"Coverage",18,300,"Citizen","Never Married","HS Degree","White"
"Coverage",62,0,"Citizen","Married","HS Degree","White"
"Coverage",64,0,"Citizen","Separated","HS Degree","Black"
"Coverage",43,75000,"Citizen","Married","Graduate Degree","White"
"Coverage",60,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",69,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",58,40000,"Citizen","Widowed","Less than HS","White"
"Coverage",45,30000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",30,65000,"Non-citizen","Never Married","Graduate Degree","Asian"
"Coverage",51,30000,"Non-citizen","Married","Less than HS","White"
"Coverage",51,30000,"Citizen","Married","HS Degree","White"
"Coverage",65,0,"Citizen","Married","HS Degree","White"
"Coverage",31,33000,"Citizen","Never Married","Less than HS","White"
"Coverage",63,9600,"Citizen","Never Married","HS Degree","Black"
"Coverage",62,10000,"Citizen","Married","Graduate Degree","White"
"Coverage",26,52000,"Citizen","Married","HS Degree","White"
"Coverage",48,26500,"Citizen","Divorced","HS Degree","White"
"Coverage",32,112000,"Citizen","Married","HS Degree","White"
"Coverage",36,40000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",48,60000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",26,30000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",52,60000,"Citizen","Married","HS Degree","White"
"Coverage",57,75000,"Citizen","Married","HS Degree","White"
"Coverage",67,0,"Citizen","Married","Less than HS","White"
"Coverage",50,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",59,0,"Citizen","Separated","Less than HS","Black"
"Coverage",73,0,"Citizen","Married","HS Degree","Black"
"Coverage",50,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",50,45000,"Citizen","Married","HS Degree","Black"
"Coverage",32,50000,"Citizen","Married","HS Degree","White"
"Coverage",61,0,"Citizen","Married","HS Degree","White"
"Coverage",75,0,"Citizen","Married","Less than HS","Black"
"Coverage",40,0,"Citizen","Married","HS Degree","White"
"Coverage",28,20000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",19,1600,"Citizen","Never Married","HS Degree","White"
"Coverage",60,23400,"Citizen","Never Married","HS Degree","White"
"Coverage",42,22000,"Citizen","Married","HS Degree","White"
"Coverage",54,0,"Citizen","Married","HS Degree","White"
"Coverage",38,142000,"Citizen","Married","Graduate Degree","White"
"Coverage",92,0,"Citizen","Widowed","Graduate Degree","White"
"Coverage",30,21000,"Citizen","Married","HS Degree","Black"
"Coverage",65,0,"Citizen","Separated","Undergraduate Degree","Black"
"Coverage",42,15000,"Citizen","Married","Graduate Degree","White"
"Coverage",55,620,"Citizen","Married","HS Degree","White"
"Coverage",46,19000,"Citizen","Never Married","HS Degree","White"
"Coverage",65,30000,"Citizen","Married","HS Degree","White"
"Coverage",39,700,"Citizen","Never Married","HS Degree","Black"
"Coverage",52,100000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",29,29500,"Citizen","Never Married","HS Degree","Black"
"Coverage",49,42000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",72,0,"Citizen","Married","HS Degree","White"
"Coverage",35,7900,"Citizen","Never Married","HS Degree","White"
"Coverage",33,0,"Non-citizen","Married","HS Degree","White"
"Coverage",69,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",42,30000,"Citizen","Married","Graduate Degree","White"
"Coverage",43,0,"Citizen","Married","HS Degree","White"
"Coverage",75,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",48,0,"Citizen","Divorced","Graduate Degree","Black"
"Coverage",57,12000,"Citizen","Never Married","HS Degree","White"
"Coverage",41,11500,"Citizen","Never Married","HS Degree","Black"
"Coverage",69,0,"Citizen","Married","HS Degree","White"
"Coverage",46,30000,"Citizen","Married","HS Degree","White"
"Coverage",38,0,"Citizen","Married","HS Degree","White"
"Coverage",72,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",72,0,"Citizen","Widowed","Less than HS","White"
"Coverage",22,23000,"Citizen","Never Married","HS Degree","White"
"Coverage",43,0,"Citizen","Divorced","HS Degree","Asian"
"Coverage",34,25000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",55,16600,"Non-citizen","Married","HS Degree","Asian"
"Coverage",48,0,"Citizen","Married","Graduate Degree","Black"
"Coverage",63,0,"Citizen","Married","HS Degree","White"
"Coverage",73,7000,"Citizen","Married","HS Degree","White"
"Coverage",49,15000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",59,0,"Citizen","Married","HS Degree","Black"
"Coverage",41,49000,"Citizen","Married","HS Degree","White"
"Coverage",65,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",54,39500,"Citizen","Separated","HS Degree","Black"
"Coverage",49,74000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",20,24000,"Citizen","Never Married","HS Degree","White"
"Coverage",77,0,"Citizen","Married","Less than HS","White"
"Coverage",33,53000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",69,0,"Citizen","Divorced","HS Degree","White"
"Coverage",64,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",30,31000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",65,0,"Citizen","Married","Graduate Degree","White"
"Coverage",51,50000,"Citizen","Divorced","HS Degree","Black"
"Coverage",62,20000,"Citizen","Widowed","Undergraduate Degree","Black"
"Coverage",35,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",73,0,"Citizen","Married","Graduate Degree","White"
"Coverage",68,0,"Citizen","Married","Graduate Degree","White"
"Coverage",87,0,"Citizen","Married","HS Degree","White"
"Coverage",72,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",50,419000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",26,80000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",64,6000,"Citizen","Married","HS Degree","White"
"Coverage",58,30000,"Citizen","Married","Less than HS","White"
"Coverage",75,0,"Citizen","Widowed","Less than HS","White"
"Coverage",73,10000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",20,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",52,25000,"Citizen","Married","HS Degree","Asian"
"Coverage",55,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",41,31600,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",42,0,"Citizen","Never Married","HS Degree","White"
"Coverage",84,0,"Citizen","Widowed","Less than HS","White"
"Coverage",32,85000,"Citizen","Married","Graduate Degree","White"
"Coverage",45,135000,"Citizen","Married","Graduate Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",44,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",56,0,"Citizen","Married","HS Degree","White"
"Coverage",61,110000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",25,1000,"Citizen","Never Married","HS Degree","Black"
"Coverage",26,0,"Citizen","Married","HS Degree","Black"
"Coverage",83,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",46,0,"Citizen","Divorced","HS Degree","White"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",63,137000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",48,200000,"Citizen","Married","Graduate Degree","White"
"Coverage",53,55000,"Citizen","Married","Graduate Degree","White"
"Coverage",60,26600,"Citizen","Divorced","HS Degree","Black"
"Coverage",59,84000,"Citizen","Married","HS Degree","White"
"Coverage",46,32000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",45,0,"Citizen","Never Married","HS Degree","White"
"Coverage",67,0,"Citizen","Married","HS Degree","White"
"Coverage",46,24000,"Citizen","Married","HS Degree","White"
"Coverage",35,20000,"Citizen","Divorced","Less than HS","Black"
"Coverage",69,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",19,2000,"Citizen","Never Married","HS Degree","White"
"Coverage",55,60000,"Citizen","Married","HS Degree","Black"
"Coverage",69,0,"Citizen","Widowed","HS Degree","White"
"Coverage",49,0,"Citizen","Married","Less than HS","Black"
"Coverage",71,0,"Non-citizen","Married","Less than HS","Asian"
"Coverage",86,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",47,80000,"Citizen","Married","Graduate Degree","White"
"Coverage",56,54000,"Citizen","Married","HS Degree","White"
"Coverage",37,419000,"Citizen","Married","HS Degree","White"
"Coverage",66,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",76,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",69,0,"Citizen","Divorced","HS Degree","White"
"Coverage",74,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",68,0,"Citizen","Married","HS Degree","White"
"Coverage",60,40000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",19,1000,"Citizen","Never Married","HS Degree","White"
"Coverage",42,30000,"Citizen","Married","HS Degree","White"
"Coverage",37,30000,"Citizen","Married","Undergraduate Degree","Asian"
"Coverage",53,43000,"Citizen","Married","HS Degree","Black"
"Coverage",31,37000,"Citizen","Married","HS Degree","White"
"Coverage",61,0,"Citizen","Married","HS Degree","Black"
"Coverage",68,25000,"Citizen","Married","HS Degree","Asian"
"Coverage",52,100000,"Citizen","Married","HS Degree","White"
"Coverage",79,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",32,16000,"Citizen","Never Married","HS Degree","Black"
"Coverage",53,45000,"Citizen","Divorced","HS Degree","Black"
"Coverage",31,52000,"Citizen","Married","Graduate Degree","White"
"Coverage",29,20000,"Citizen","Married","HS Degree","White"
"Coverage",74,0,"Citizen","Married","Less than HS","Black"
"Coverage",53,10000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",39,80000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",55,29000,"Citizen","Married","HS Degree","White"
"Coverage",27,17600,"Citizen","Never Married","HS Degree","Black"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",44,202000,"Citizen","Married","Graduate Degree","White"
"Coverage",26,34000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",25,10100,"Citizen","Never Married","HS Degree","Black"
"Coverage",33,85000,"Citizen","Married","HS Degree","White"
"Coverage",52,0,"Citizen","Married","HS Degree","White"
"Coverage",67,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",43,23000,"Citizen","Divorced","HS Degree","White"
"Coverage",45,150000,"Citizen","Married","Graduate Degree","White"
"Coverage",41,0,"Citizen","Divorced","HS Degree","White"
"Coverage",50,25000,"Citizen","Married","Less than HS","White"
"Coverage",59,0,"Citizen","Divorced","Graduate Degree","Asian"
"Coverage",26,46000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",36,58000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",59,7500,"Citizen","Separated","HS Degree","Black"
"Coverage",20,0,"Citizen","Never Married","HS Degree","White"
"Coverage",68,15000,"Citizen","Divorced","HS Degree","White"
"Coverage",57,102000,"Citizen","Married","HS Degree","Black"
"Coverage",27,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",54,32500,"Citizen","Divorced","HS Degree","White"
"Coverage",57,2500,"Citizen","Married","HS Degree","Black"
"Coverage",46,35000,"Citizen","Never Married","Graduate Degree","Black"
"Coverage",77,10000,"Citizen","Married","HS Degree","White"
"Coverage",42,90000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",51,17300,"Citizen","Married","HS Degree","White"
"Coverage",53,0,"Citizen","Married","HS Degree","White"
"Coverage",22,1000,"Citizen","Never Married","HS Degree","Black"
"Coverage",40,9000,"Citizen","Divorced","HS Degree","Black"
"Coverage",88,0,"Citizen","Widowed","HS Degree","White"
"Coverage",53,0,"Citizen","Married","HS Degree","White"
"Coverage",36,8400,"Citizen","Married","Less than HS","Asian"
"Coverage",72,0,"Citizen","Married","Graduate Degree","White"
"Coverage",22,9000,"Citizen","Never Married","HS Degree","Black"
"Coverage",57,115000,"Citizen","Married","Graduate Degree","White"
"Coverage",82,12000,"Citizen","Widowed","Less than HS","Black"
"Coverage",57,24000,"Citizen","Married","HS Degree","White"
"Coverage",78,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",68,0,"Citizen","Married","Graduate Degree","White"
"Coverage",44,29000,"Citizen","Never Married","HS Degree","Black"
"Coverage",33,0,"Citizen","Married","Graduate Degree","Black"
"Coverage",87,0,"Citizen","Widowed","Less than HS","White"
"Coverage",17,800,"Citizen","Never Married","Less than HS","White"
"Coverage",83,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",78,0,"Citizen","Married","Less than HS","White"
"Coverage",92,0,"Non-citizen","Divorced","Undergraduate Degree","White"
"Coverage",71,0,"Citizen","Married","HS Degree","White"
"Coverage",80,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",54,60000,"Citizen","Married","Graduate Degree","Black"
"Coverage",19,9200,"Citizen","Never Married","HS Degree","White"
"Coverage",19,3000,"Citizen","Never Married","HS Degree","Asian"
"Coverage",53,22000,"Citizen","Married","HS Degree","White"
"Coverage",25,31200,"Citizen","Never Married","HS Degree","White"
"Coverage",68,57000,"Citizen","Widowed","HS Degree","White"
"Coverage",28,30000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",53,0,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",64,0,"Citizen","Married","Less than HS","White"
"Coverage",56,11000,"Non-citizen","Married","HS Degree","Asian"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",44,38300,"Citizen","Married","HS Degree","Black"
"Coverage",55,25000,"Citizen","Married","HS Degree","White"
"Coverage",48,82000,"Citizen","Never Married","Graduate Degree","Black"
"Coverage",34,85000,"Citizen","Married","HS Degree","White"
"Coverage",72,0,"Citizen","Married","Less than HS","White"
"Coverage",77,0,"Citizen","Married","Less than HS","White"
"Coverage",53,0,"Citizen","Never Married","HS Degree","White"
"Coverage",37,50000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",70,0,"Citizen","Married","Less than HS","White"
"Coverage",34,95000,"Non-citizen","Married","Undergraduate Degree","Asian"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",38,7000,"Citizen","Never Married","HS Degree","White"
"Coverage",63,54000,"Citizen","Married","Less than HS","Black"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",36,50000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",39,55000,"Citizen","Married","Graduate Degree","White"
"Coverage",64,35000,"Citizen","Widowed","HS Degree","White"
"Coverage",66,0,"Citizen","Married","HS Degree","White"
"Coverage",19,12000,"Citizen","Married","HS Degree","White"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",46,0,"Citizen","Separated","HS Degree","White"
"Coverage",85,0,"Citizen","Widowed","HS Degree","White"
"Coverage",45,59000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",67,0,"Citizen","Divorced","HS Degree","White"
"Coverage",48,24000,"Citizen","Divorced","HS Degree","Black"
"Coverage",22,16000,"Citizen","Never Married","HS Degree","Black"
"Coverage",46,42000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",60,9400,"Citizen","Widowed","HS Degree","Black"
"Coverage",62,0,"Citizen","Married","Less than HS","White"
"Coverage",44,19200,"Citizen","Married","HS Degree","White"
"Coverage",66,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",49,19000,"Citizen","Married","Graduate Degree","Black"
